,Player,Team,Pos,Age,ID,HitTool,Discipline,Power,Speed,Durability
1898,Edgardo Ordonez,MIL,C,22.1,699166,97.0,,,,
1899,Kevin Garcia,MIL,C,18.3,821237,,,,,
1900,Yoneiker Lugo,MIL,C,18.5,821268,,,,,
1901,Luis Corobo,MIL,C,18.5,821818,,,,,
1902,Ernesto Martinez,MIL,1B,26.4,667803,102.0,100.0,116.0,97.0,92.0
1903,Ernesto Martinez,MIL,1B,26.4,667803,102.0,100.0,108.0,97.0,92.0
1904,Ernesto Martinez,MIL,1B,26.4,667803,102.0,99.0,116.0,97.0,92.0
1905,Ernesto Martinez,MIL,1B,26.4,667803,102.0,99.0,108.0,97.0,92.0
1906,Ernesto Martinez,MIL,1B,26.4,667803,101.0,100.0,116.0,97.0,92.0
1907,Ernesto Martinez,MIL,1B,26.4,667803,101.0,100.0,108.0,97.0,92.0
1908,Ernesto Martinez,MIL,1B,26.4,667803,101.0,99.0,116.0,97.0,92.0
1909,Ernesto Martinez,MIL,1B,26.4,667803,101.0,99.0,108.0,97.0,92.0
1910,Luke Adams,MIL,1B/3B,21.5,702726,96.0,123.0,113.0,105.0,90.0
1911,Zavier Warren,MIL,1B/LF/2B,26.8,680518,100.0,102.0,105.0,96.0,108.0
1912,Mike Boeve,MIL,1B,23.5,801670,101.0,107.0,96.0,94.0,94.0
1913,Blake Burke,MIL,1B,22.4,695501,104.0,97.0,98.0,96.0,112.0
1914,Eric Bitonti,MIL,1B,20.0,800724,98.0,93.0,120.0,105.0,106.0
1915,Tayden Hall,MIL,1B/LF,22.8,695554,98.0,115.0,93.0,95.0,92.0
1916,Quinton Low,MIL,SP/DH,23.2,701703,,,,,
1917,Jonathan Rangel,MIL,1B/C,18.7,821158,,,,,
1918,Raynel Delgado,MIL,2B/3B/SS,25.6,669384,106.0,98.0,88.0,118.0,110.0
1919,Ethan Murray,MIL,2B/3B/SS,25.5,696140,100.0,104.0,100.0,102.0,99.0
1920,Dylan O'Rae,MIL,2B/CF,21.7,802506,102.0,117.0,82.0,128.0,
1921,Eric Brown Jr.,MIL,2B/LF/SS,24.9,687521,102.0,102.0,92.0,116.0,
1922,Josh Adamczewski,MIL,2B/LF,20.5,815304,103.0,108.0,118.0,99.0,79.0
1923,Daniel Guilarte,MIL,2B/3B/CF,22.0,694206,95.0,96.0,85.0,123.0,98.0
1924,Daniel Dickinson,MIL,2B/SS/3B,21.9,823658,,,,,
1925,Juan Ortuno,MIL,2B/SS/3B,18.5,821187,,,,,
1926,Roderick Flores,MIL,2B/LF/1B,19.2,808228,,,,,
1927,Moises Polanco,MIL,2B/3B/SS,18.4,821199,,,,,
1928,Juan D. Martinez,MIL,2B/3B,18.5,821197,,,,,
1929,Anthony Seigler,MIL,3B/2B/C,26.4,678011,104.0,117.0,98.0,111.0,98.0
1930,Brock Wilken,MIL,3B,23.4,694385,94.0,116.0,119.0,86.0,95.0
1931,Oliver Dunn,MIL,3B/SS/2B,28.2,686554,97.0,101.0,107.0,113.0,108.0
1932,Andrew Fischer,MIL,3B/1B,21.4,702652,99.0,,,,
1933,Filippo Di Turri,MIL,3B/SS/2B,20.0,806995,97.0,98.0,99.0,97.0,109.0
1934,Juan Baez,MIL,3B/2B,20.4,800345,105.0,118.0,84.0,98.0,101.0
1935,Gery Holguin,MIL,3B/1B/RF,20.3,800368,93.0,97.0,91.0,100.0,97.0
1936,Frederi Montero,MIL,3B/1B,18.8,821149,,,,,
1937,Cooper Pratt,MIL,SS,21.2,806198,101.0,113.0,96.0,112.0,110.0
1938,Freddy Zamora,MIL,SS/2B/3B,27.0,668965,99.0,112.0,85.0,101.0,94.0
1939,Jesus Made,MIL,SS/2B/3B,18.5,815908,101.0,109.0,102.0,131.0,107.0
1940,Eduardo Garcia,MIL,SS/CF/3B,23.3,682633,100.0,91.0,106.0,123.0,106.0
1941,Luis M. Pena,MIL,SS/2B/3B,19.0,821270,104.0,104.0,108.0,130.0,100.0
1942,Brady Ebel,MIL,SS/3B,18.3,815816,100.0,,,,
1943,Cristopher Acosta,MIL,SS,17.8,829067,,,,,
1944,Tyler Black,MIL,LF/1B,25.3,672012,99.0,108.0,96.0,120.0,89.0
1945,Garrett Mitchell,MIL,CF/RF/LF,27.2,669003,102.0,,,113.0,76.0
1946,Brandon Lockridge,MIL,CF/RF/LF,28.6,663604,105.0,103.0,87.0,125.0,105.0
1947,Steward Berroa,MIL,CF/LF/RF,26.4,672642,100.0,103.0,92.0,135.0,99.0
1948,Drew Avans,MIL,CF/LF/RF,29.4,682183,105.0,101.0,83.0,121.0,110.0
1949,Luis A. Lara,MIL,CF,21.0,800325,104.0,115.0,89.0,117.0,116.0
1950,Hedbert Perez,MIL,RF/LF,22.6,691616,98.0,98.0,112.0,100.0,88.0
1951,Garrett Spain,MIL,RF/CF/LF,25.1,696521,102.0,89.0,107.0,102.0,110.0
1952,Braylon Payne,MIL,CF,19.2,815520,97.0,101.0,108.0,133.0,86.0
1953,Luiyin Alastre,MIL,LF/RF/2B,20.1,808236,103.0,96.0,82.0,105.0,104.0
1954,Kaylan Nicasia,MIL,RF/CF/LF,23.6,702461,102.0,97.0,107.0,109.0,88.0
1955,Kaylan Nicasia,MIL,RF/CF/LF,23.6,702461,92.0,97.0,107.0,109.0,88.0
1956,Josiah Ragsdale,MIL,CF/LF/RF,21.9,828824,102.0,,,,
1957,Jose Anderson,MIL,CF/RF,18.9,821262,99.0,86.0,112.0,103.0,94.0
1958,Tyler Rodriguez,MIL,LF/RF/CF,19.7,808291,98.0,120.0,88.0,110.0,98.0
1959,Demetrio Nadal,MIL,LF/2B/CF,21.3,702391,98.0,,,119.0,
1960,Handelfry Encarnacion,MIL,CF/RF/LF,18.4,821136,104.0,,,94.0,
1961,Pedro Ibarguen,MIL,RF/LF/CF,19.3,808338,97.0,,,,
1962,Jadyn Fielder,MIL,LF/2B,21.2,815723,,,,,
1963,Kenny Fenelon,MIL,CF,18.1,829064,,,,,
1964,Brailyn Antunez,MIL,CF,17.9,829073,,,,,
1965,Frandy Lafond,MIL,RF/LF/CF,18.8,821143,,,,,
1966,Angel Gonzalez,MIL,LF/RF/1B,18.8,821259,,,,,
1967,Alexander Frias,MIL,RF/LF,17.7,825484,,,,,
1968,Quinton Low,MIL,SP/DH,23.2,701703,,,,,
1969,James Wood,WSH,LF/RF,23.1,695578,100.0,100.0,130.0,104.0,124.0
1970,C.J. Abrams,WSH,SS,25.1,682928,,,,110.0,122.0
1971,Daylen Lile,WSH,RF/LF/CF,22.9,695734,105.0,101.0,108.0,112.0,118.0
1972,Dylan Crews,WSH,CF/RF/LF,23.7,686611,100.0,96.0,107.0,117.0,107.0
1973,Luis Garcia,WSH,2B/1B,25.5,671277,109.0,,,102.0,121.0
1974,Keibert Ruiz,WSH,C,27.3,660688,,,,96.0,96.0
1975,Brady House,WSH,3B,22.4,691781,106.0,86.0,112.0,93.0,114.0
1976,Robert Hassell III,WSH,CF/RF/LF,24.2,690987,102.0,99.0,90.0,103.0,119.0
1977,Nasim Nunez,WSH,SS/2B,25.2,683083,98.0,106.0,81.0,138.0,104.0
1978,Riley Adams,WSH,C,29.4,656180,100.0,,,85.0,91.0
1979,Andres Chaparro,WSH,1B/3B,26.5,665953,101.0,99.0,121.0,85.0,98.0
1980,Jose Tena,WSH,3B/2B,24.6,677588,103.0,96.0,102.0,109.0,108.0
1981,Jose Tena,WSH,3B/2B,24.6,677588,103.0,96.0,97.0,109.0,108.0
1982,Jose Tena,WSH,3B/2B,24.6,677588,103.0,93.0,102.0,109.0,108.0
1983,Jose Tena,WSH,3B/2B,24.6,677588,103.0,93.0,97.0,109.0,108.0
1984,Jose Tena,WSH,3B/2B,24.6,677588,101.0,96.0,102.0,109.0,108.0
1985,Jose Tena,WSH,3B/2B,24.6,677588,101.0,96.0,97.0,109.0,108.0
1986,Jose Tena,WSH,3B/2B,24.6,677588,101.0,93.0,102.0,109.0,108.0
1987,Jose Tena,WSH,3B/2B,24.6,677588,101.0,93.0,97.0,109.0,108.0
1988,Jacob Young,WSH,CF/LF/RF,26.3,696285,103.0,112.0,94.0,119.0,117.0
1989,Drew Millas,WSH,C,27.8,686452,106.0,109.0,92.0,105.0,91.0
1990,Caleb Lomavita,WSH,C,23.0,701616,105.0,91.0,90.0,92.0,101.0
1991,Maxwell Romero Jr.,WSH,C,24.5,686912,96.0,91.0,103.0,83.0,89.0
1992,Brady Lindsly,WSH,C,27.7,686251,102.0,95.0,90.0,85.0,
1993,Kevin Bazzell,WSH,C,22.6,695494,104.0,129.0,82.0,94.0,96.0
1994,Nate Rombach,WSH,C/1B,24.9,683176,100.0,94.0,100.0,88.0,92.0
1995,Matt Suggs,WSH,C,25.4,702110,95.0,94.0,105.0,95.0,
1996,Sir Jamison Jones,WSH,C,19.5,806550,,,,,
1997,Boston Smith,WSH,C,22.9,695722,,,,,
1998,Nick Hollifield,WSH,C,22.3,824753,,,,,
1999,Daniel Hernandez,WSH,C,17.7,829747,,,,,
2000,Yohandy Morales,WSH,1B/3B,24.1,691002,100.0,92.0,99.0,93.0,113.0
2001,Sam Brown,WSH,1B/RF/LF,24.1,694848,103.0,104.0,94.0,88.0,114.0
2002,Branden Boissiere,WSH,1B,25.6,680998,102.0,92.0,102.0,84.0,112.0
2003,Jackson Ross,WSH,1B/3B/RF,25.6,824605,97.0,107.0,96.0,98.0,98.0
2004,Carlos Tavares,WSH,1B/LF,20.1,808235,98.0,,91.0,86.0,81.0
2005,Hunter Hines,WSH,1B,23.0,702309,,,,,
2006,Orelvis Martinez,WSH,2B/3B,24.0,682619,97.0,93.0,115.0,85.0,101.0
2007,J.T. Arruda,WSH,2B/SS/3B,28.0,686793,98.0,102.0,87.0,111.0,92.0
2008,Kevin Made,WSH,2B/SS,23.1,691183,101.0,102.0,88.0,96.0,106.0
2009,Armando Cruz,WSH,2B/SS,21.8,694182,104.0,91.0,88.0,102.0,96.0
2010,Marcus Brown,WSH,2B/3B/SS,24.1,694939,103.0,97.0,91.0,105.0,100.0
2011,Yoander Rivero,WSH,2B/SS,23.9,682714,98.0,110.0,94.0,91.0,
2012,Randal Diaz,WSH,2B/SS/3B,22.5,695538,101.0,108.0,87.0,119.0,106.0
2013,Everett Cooper III,WSH,2B/3B/LF,22.3,702686,101.0,123.0,87.0,108.0,
2014,Rafael Ramirez Jr.,WSH,2B/3B/SS,20.3,800201,96.0,98.0,107.0,113.0,
2015,Marconi German,WSH,2B/SS,18.2,829699,,,,,
2016,Trey Lipscomb,WSH,3B/2B/LF,25.4,702358,104.0,92.0,94.0,101.0,113.0
2017,Murphy Stehly,WSH,3B/1B/2B,27.1,693822,103.0,98.0,97.0,96.0,
2018,Cayden Wallace,WSH,3B/2B,24.2,691024,104.0,93.0,100.0,103.0,108.0
2019,Gavin Dugas,WSH,3B/2B/LF,25.5,681171,97.0,97.0,96.0,94.0,98.0
2020,Wyatt Henseler,WSH,3B,24.2,814809,101.0,,,,
2021,Jorgelys Mota,WSH,3B,20.3,800195,102.0,82.0,103.0,126.0,86.0
2022,Luis Arias,WSH,3B,20.3,811323,,,,,
2023,Jackson Cluff,WSH,SS/2B/3B,28.9,687714,94.0,100.0,106.0,117.0,94.0
2024,Seaver King,WSH,SS,22.5,814409,105.0,92.0,90.0,118.0,111.0
2025,Cortland Lawson,WSH,SS/2B,25.5,687751,100.0,99.0,87.0,98.0,96.0
2026,Luke Dickerson,WSH,SS/2B,20.2,815380,99.0,98.0,101.0,119.0,113.0
2027,Eli Willits,WSH,SS,17.9,816113,105.0,,,,
2028,Angel Feliz,WSH,SS/2B,19.0,815906,100.0,,,109.0,
2029,Ronny Cruz,WSH,SS/3B/2B,19.2,826723,,,,,
2030,Coy James,WSH,SS/3B,18.7,815983,,,,,
2031,Brayan Cortesia,WSH,SS/2B,18.0,829049,,,,,
2032,Christian Franklin,WSH,CF/LF/RF,25.9,681047,101.0,113.0,102.0,108.0,103.0
2033,Phillip Glasser,WSH,LF/2B/RF,25.9,701298,107.0,119.0,92.0,110.0,113.0
2034,Nick Schnell,WSH,RF/CF/LF,25.6,678010,99.0,85.0,118.0,107.0,105.0
2035,Andrew Pinckney,WSH,CF/LF/RF,24.9,687605,97.0,91.0,101.0,113.0,115.0
2036,Sam Petersen,WSH,CF/LF/RF,22.8,695763,100.0,106.0,,131.0,
2037,Jared McKenzie,WSH,RF/CF/LF,24.5,686982,102.0,83.0,95.0,107.0,93.0
2038,Elijah Nunez,WSH,CF/RF/LF,23.9,694399,97.0,121.0,84.0,121.0,86.0
2039,Cristhian Vaquero,WSH,CF/RF/LF,21.1,703143,101.0,89.0,104.0,121.0,100.0
2040,Ethan Petry,WSH,RF/1B/LF,21.4,701337,97.0,,,90.0,
2041,Brenner Cox,WSH,RF/CF/LF,21.5,702685,92.0,94.0,96.0,118.0,86.0
2042,Treylen White,WSH,LF/RF,22.3,695604,98.0,94.0,99.0,90.0,104.0
2043,Teo Banks,WSH,CF/RF/LF,22.3,695493,104.0,,,106.0,91.0
2044,Nathaniel Ochoa Leyva,WSH,LF/RF,22.1,692118,96.0,87.0,91.0,107.0,79.0
2045,Elijah Green,WSH,CF/RF,21.9,701327,95.0,88.0,106.0,119.0,85.0
2046,Enmanuel Ramirez,WSH,RF/LF,22.0,698990,,,,,
2047,Victor Hurtado,WSH,LF/RF,18.4,815900,,,,,
2048,Dashyll Tejeda,WSH,RF/LF/CF,19.6,812158,,,,,
2049,Andy Acevedo,WSH,CF/LF/RF,19.9,807005,,,,,
2050,Browm Martinez,WSH,CF/LF/RF,18.9,821129,,,,,
2051,Nauris De La Cruz,WSH,CF/LF/RF,18.2,832703,,,,,
2052,Francisco Lindor,NYM,SS,32.0,596019,,,,104.0,132.0
2053,Brandon Nimmo,NYM,LF/CF/RF,32.6,607043,,,,96.0,124.0
2054,Juan Soto,NYM,RF/LF,27.0,665742,,,,101.0,130.0
2055,Mark Vientos,NYM,3B/1B,25.9,668901,98.0,97.0,124.0,82.0,116.0
2056,Brett Baty,NYM,3B/2B,26.0,683146,99.0,102.0,125.0,87.0,116.0
2057,Francisco Alvarez,NYM,C,24.0,682626,97.0,,,83.0,105.0
2058,Jeff McNeil,NYM,2B/3B/CF,33.6,643446,,,,81.0,116.0
2059,Ronny Mauricio,NYM,3B/2B/SS,24.6,677595,105.0,93.0,121.0,107.0,100.0
2060,Tyrone Taylor,NYM,CF/LF/RF,31.8,621438,107.0,,,112.0,109.0
2061,Luis Torrens,NYM,C,29.5,620443,102.0,92.0,105.0,81.0,100.0
2062,Nick Madrigal,NYM,2B/3B,28.6,663611,103.0,,,95.0,
2063,Luisangel Acuna,NYM,2B/SS/CF,23.6,682668,101.0,102.0,89.0,123.0,115.0
2064,Jared Young,NYM,LF/1B/RF,30.3,676724,103.0,106.0,120.0,96.0,101.0
2065,Hayden Senger,NYM,C,28.6,663584,100.0,91.0,101.0,89.0,90.0
2066,Kevin Parada,NYM,C,24.3,691006,101.0,90.0,107.0,89.0,102.0
2067,Matt O'Neill,NYM,C,28.2,690841,93.0,99.0,97.0,85.0,78.0
2068,Christopher Suero,NYM,C/LF/1B,21.8,801523,99.0,104.0,114.0,113.0,108.0
2069,Christopher Suero,NYM,C/LF/1B,21.8,801523,99.0,104.0,99.0,113.0,108.0
2070,Christopher Suero,NYM,C/LF/1B,21.8,801523,99.0,102.0,114.0,113.0,108.0
2071,Christopher Suero,NYM,C/LF/1B,21.8,801523,99.0,102.0,99.0,113.0,108.0
2072,Christopher Suero,NYM,C/LF/1B,21.8,801523,98.0,104.0,114.0,113.0,108.0
2073,Christopher Suero,NYM,C/LF/1B,21.8,801523,98.0,104.0,99.0,113.0,108.0
2074,Christopher Suero,NYM,C/LF/1B,21.8,801523,98.0,102.0,114.0,113.0,108.0
2075,Christopher Suero,NYM,C/LF/1B,21.8,801523,98.0,102.0,99.0,113.0,108.0
2076,Ronald Hernandez,NYM,C/1B,22.0,698933,103.0,98.0,95.0,109.0,103.0
2077,Daiverson Gutierrez,NYM,C,20.1,806987,102.0,110.0,87.0,91.0,98.0
2078,Vincent Perozo,NYM,C/1B/LF,22.7,691710,100.0,93.0,101.0,96.0,84.0
2079,Yovanny Rodriguez,NYM,C,19.0,815898,,,,,
2080,Julio Zayas,NYM,C,19.7,808289,,,,,
2081,Cesar Acosta,NYM,C,17.3,830802,,,,,
2082,Josmir Reyes,NYM,C/1B,19.1,821145,,,,,
2083,Yeider Mindiola,NYM,C,19.3,833207,,,,,
2084,Ryan Clifford,NYM,1B/LF/RF,22.3,691775,98.0,108.0,126.0,88.0,115.0
2085,JT Schwartz,NYM,1B/LF/3B,25.9,681286,103.0,110.0,94.0,89.0,92.0
2086,Trace Willhoite,NYM,1B,25.0,688875,96.0,102.0,124.0,105.0,109.0
2087,Estarling Mercado,NYM,1B/RF/LF,22.7,807759,98.0,96.0,112.0,99.0,
2088,Corey Collins,NYM,1B,24.1,690970,96.0,105.0,,95.0,83.0
2089,Randy Guzman,NYM,1B/LF/RF,20.5,807383,105.0,,,105.0,
2090,AJ Salgado,NYM,1B/LF/RF,24.1,814514,99.0,,,,
2091,Roybert Herrera,NYM,1B/3B/LF,18.3,821252,,,,,
2092,Yunior Amparo,NYM,1B/3B/CF,19.1,825159,,,,,
2093,Wyatt Young,NYM,2B/SS/3B,25.9,696281,102.0,114.0,73.0,97.0,103.0
2094,Marco Vargas,NYM,2B/SS,20.5,804614,102.0,110.0,81.0,120.0,103.0
2095,Nick Roselli,NYM,2B/LF/RF,22.6,815874,94.0,94.0,110.0,100.0,95.0
2096,Mitch Voit,NYM,2B/SS/3B,21.1,702491,101.0,,,152.0,
2097,Trey Snyder,NYM,2B/3B/SS,20.1,815551,98.0,111.0,80.0,118.0,107.0
2098,Yorber Semprun,NYM,2B/SS/3B,18.1,829774,,,,,
2099,Jacob Reimer,NYM,3B/1B,21.7,702544,100.0,106.0,102.0,98.0,106.0
2100,Luke Ritter,NYM,3B/2B/LF,28.7,682239,97.0,95.0,106.0,88.0,104.0
2101,Nick Lorusso,NYM,3B/1B,25.1,700681,101.0,96.0,102.0,96.0,103.0
2102,Jett Williams,NYM,SS/2B/CF,22.0,702518,100.0,112.0,111.0,119.0,106.0
2103,William Lugo,NYM,SS/3B/2B,23.8,683493,98.0,96.0,97.0,91.0,108.0
2104,Boston Baro,NYM,SS/3B/2B,21.2,805951,107.0,98.0,87.0,117.0,101.0
2105,Colin Houck,NYM,SS/3B/2B,21.1,806124,101.0,91.0,108.0,104.0,115.0
2106,Jeremy Rodriguez,NYM,SS/2B/3B,19.3,807007,99.0,117.0,73.0,122.0,108.0
2107,Antonio A. Jimenez,NYM,SS/3B,21.4,806128,105.0,,,115.0,
2108,Elian Pena,NYM,SS/2B,18.0,829033,,,,,
2109,Anthony Frobose,NYM,SS,18.3,834597,,,,,
2110,Giomar Ubiera,NYM,SS/2B/3B,17.9,829724,,,,,
2111,Carson Benge,NYM,CF/RF/LF,22.8,701807,102.0,114.0,109.0,108.0,105.0
2112,A.J. Ewing,NYM,CF/2B/RF,21.2,805999,105.0,107.0,93.0,132.0,107.0
2113,Nick Morabito,NYM,CF/RF/LF,22.5,703492,104.0,103.0,88.0,130.0,107.0
2114,D'Andre Smith,NYM,RF/LF/2B,24.5,694266,105.0,93.0,97.0,117.0,95.0
2115,Eli Serrano III,NYM,CF/RF?LF,22.5,702501,100.0,109.0,100.0,100.0,93.0
2116,Omar De Los Santos,NYM,RF/LF/CF,26.2,684519,97.0,84.0,101.0,167.0,85.0
2117,Matt Rudick,NYM,RF/LF/CF,27.3,689822,104.0,112.0,104.0,101.0,
2118,Yonatan Henriquez,NYM,CF/RF/3B,21.1,800257,101.0,100.0,93.0,123.0,106.0
2119,Yohairo Cuevas,NYM,RF/LF/1B,22.1,699293,98.0,109.0,94.0,108.0,106.0
2120,John Bay,NYM,RF/LF/CF,24.5,700083,94.0,,,115.0,
2121,Edward Lantigua,NYM,CF/RF/LF,19.0,815928,,,,,
2122,Simon Juan,NYM,RF/CF/LF,20.3,703159,100.0,84.0,103.0,109.0,88.0
2123,Heriberto Rincon,NYM,CF/LF/RF,19.7,808298,,,,,
2124,Adolfo Miranda,NYM,RF/LF/CF,19.1,827441,,,,,
2125,Justin Ramirez,NYM,CF/LF/RF,20.7,814256,,,,,
2126,Bryson Stott,PHI,2B/SS,28.1,681082,,,,104.0,125.0
2127,Trea Turner,PHI,SS,32.3,607208,,,,108.0,124.0
2128,Bryce Harper,PHI,1B/RF,33.0,547180,,,,96.0,116.0
2129,Alec Bohm,PHI,3B/1B,29.3,664761,,,,85.0,118.0
2130,Brandon Marsh,PHI,CF/LF/RF,27.9,669016,,,,95.0,120.0
2131,Nick Castellanos,PHI,RF/LF,33.7,592206,,,,91.0,126.0
2132,Rafael Marchan,PHI,C,26.7,665561,105.0,117.0,84.0,86.0,78.0
2133,Otto Kemp,PHI,3B/1B/LF,26.2,805249,101.0,97.0,116.0,106.0,114.0
2134,Justin Crawford,PHI,CF/LF,21.8,702222,108.0,103.0,89.0,126.0,102.0
2135,Garrett Stubbs,PHI,C,32.4,596117,104.0,100.0,97.0,91.0,85.0
2136,Edmundo Sosa,PHI,2B/3B/SS,29.7,624641,,,,94.0,100.0
2137,Weston Wilson,PHI,LF/1B/2B,31.1,642215,95.0,102.0,118.0,108.0,93.0
2138,Johan Rojas,PHI,CF/LF,25.2,679032,104.0,100.0,101.0,121.0,108.0
2139,Harrison Bader,PHI,CF/LF/RF,31.4,664056,,,,100.0,120.0
2140,Caleb Ricketts,PHI,C,25.5,681080,103.0,101.0,97.0,88.0,81.0
2141,Kehden Hettiger,PHI,C/1B,21.4,800607,97.0,105.0,99.0,87.0,102.0
2142,Jordan Dissin,PHI,C,23.4,805301,97.0,101.0,86.0,89.0,83.0
2143,Kodey Shojinaga,PHI,C/1B,22.7,809975,105.0,117.0,74.0,83.0,94.0
2144,Luis Caicuto,PHI,C,22.7,691276,104.0,102.0,78.0,86.0,
2145,Alirio Ferrebus,PHI,C/1B,20.1,808232,107.0,,85.0,91.0,
2146,Will Vierling,PHI,C,22.2,805416,,,,,
2147,Anderson Araujo,PHI,C/1B,17.6,827410,,,,,
2148,Felix Reyes,PHI,1B/3B,24.6,694025,108.0,98.0,118.0,100.0,97.0
2149,Keaton Anthony,PHI,1B,24.4,805704,111.0,104.0,96.0,83.0,93.0
2150,Carson Taylor,PHI,1B/C,26.4,694930,101.0,107.0,109.0,87.0,
2151,Alex Binelas,PHI,1B/3B,25.4,681323,97.0,100.0,107.0,96.0,89.0
2152,Brock Vradenburg,PHI,1B,23.6,802544,95.0,105.0,94.0,104.0,95.0
2153,Raider Tello,PHI,1B/3B/SS,24.7,808864,107.0,94.0,92.0,80.0,102.0
2154,Rafael Lantigua,PHI,2B/3B/LF,27.5,672463,101.0,118.0,83.0,102.0,112.0
2155,Nick Dunn,PHI,2B/3B,28.8,680709,105.0,137.0,93.0,87.0,95.0
2156,Robert Moore,PHI,2B/3B/SS,23.6,691001,101.0,100.0,98.0,101.0,100.0
2157,Trent Farquhar,PHI,2B/3B/SS,24.6,802531,100.0,126.0,81.0,112.0,87.0
2158,Aroon Escobar,PHI,2B/3B,20.8,800169,104.0,103.0,108.0,108.0,111.0
2159,Nikau Pouaka-Grego,PHI,2B/3B/SS,21.1,800444,97.0,105.0,84.0,84.0,
2160,Matthew Ferrara,PHI,2B/SS,18.4,814955,91.0,,,,
2161,Erick Brito,PHI,3B/SS/2B,23.4,684081,100.0,104.0,84.0,112.0,94.0
2162,Carson DeMartini,PHI,3B/SS,22.9,701831,101.0,96.0,95.0,130.0,108.0
2163,Bryson Ware,PHI,3B/RF/1B,24.8,694310,99.0,92.0,109.0,100.0,99.0
2164,Brady Day,PHI,3B/2B,23.7,800953,104.0,120.0,84.0,102.0,85.0
2165,Francisco Loreto,PHI,3B/2B,18.4,821244,,,,,
2166,Aidan Miller,PHI,SS,21.4,805795,100.0,111.0,117.0,129.0,105.0
2167,Bryan Rincon,PHI,SS,21.7,804858,97.0,111.0,91.0,134.0,92.0
2168,Robert Phelps,PHI,SS/2B,21.8,804859,,,,,
2169,Logan Dawson,PHI,SS,19.4,814973,,,,,
2170,Juan Villavicencio,PHI,SS/2B,20.9,800276,99.0,,,125.0,
2171,Nolan Beltran,PHI,SS/3B,20.8,800179,104.0,,,86.0,
2172,Romeli Espinosa,PHI,SS/3B,17.4,829089,,,,,
2173,Gabriel Rincones Jr.,PHI,RF/LF,24.7,687282,97.0,104.0,115.0,108.0,108.0
2174,Cade Fergus (phi),PHI,CF/RF/LF,25.2,681495,92.0,92.0,119.0,119.0,96.0
2175,Dante Nori,PHI,CF/LF,21.1,807276,109.0,114.0,87.0,126.0,112.0
2176,Dylan Campbell,PHI,CF/RF/2B,23.3,694749,99.0,101.0,103.0,125.0,109.0
2177,Marcus Lee Sang,PHI,CF/RF/LF,24.8,686984,101.0,95.0,105.0,112.0,
2178,John Spikerman,PHI,RF/CF/LF,22.6,701811,95.0,101.0,90.0,133.0,82.0
2179,Avery Owusu-Asiedu,PHI,LF/CF/RF,22.4,801938,98.0,97.0,110.0,120.0,106.0
2180,Raylin Heredia,PHI,RF/CF/LF,22.0,699712,101.0,86.0,113.0,107.0,78.0
2181,Joel Dragoo,PHI,LF/RF,22.8,811780,97.0,108.0,76.0,92.0,90.0
2182,Jonathan Hogart,PHI,RF/LF,23.5,814781,95.0,,,93.0,
2183,Griffin Burkholder,PHI,RF/CF,20.2,816120,96.0,,,,
2184,Devin Saltiban,PHI,CF/2B/RF,20.7,813880,95.0,92.0,105.0,125.0,90.0
2185,Tayshaun Walton,PHI,LF/RF/CF,20.8,807737,98.0,91.0,91.0,129.0,
2186,Manolfi Jimenez,PHI,LF/RF/CF,21.0,800272,101.0,,,,
2187,Carter Mathison,PHI,RF/LF/CF,22.8,701296,94.0,95.0,107.0,105.0,86.0
2188,Dayber Cruceta,PHI,CF/RF/LF,17.6,827426,,,,,
2189,Eduardo Guillen,PHI,LF/CF/RF,17.6,827427,,,,,
2190,Oneil Cruz,PIT,CF,27.1,665833,,,,116.0,114.0
2191,Jared Triolo,PIT,3B/SS/1B,27.7,669707,97.0,109.0,91.0,109.0,114.0
2192,Bryan Reynolds,PIT,RF/LF,30.8,668804,,,,92.0,128.0
2193,Spencer Horwitz,PIT,1B,28.0,687462,109.0,118.0,96.0,87.0,109.0
2194,Nick Gonzales,PIT,2B/SS,26.4,693304,103.0,92.0,107.0,94.0,106.0
2195,Jack Suwinski,PIT,CF/LF/RF,27.3,669261,96.0,96.0,122.0,106.0,112.0
2196,Joey Bart,PIT,C,28.9,663698,99.0,98.0,105.0,83.0,100.0
2197,Endy Rodriguez,PIT,C/1B,25.4,682848,101.0,108.0,102.0,91.0,
2198,Nick Yorke,PIT,2B/RF/1B,23.6,694377,108.0,97.0,97.0,103.0,111.0
2199,Henry Davis,PIT,C,26.1,680779,101.0,104.0,122.0,97.0,99.0
2200,Liover Peguero,PIT,SS/3B/1B,24.8,678894,99.0,97.0,101.0,106.0,106.0
2201,Alexander Canario,PIT,CF/LF/RF,25.5,672744,98.0,91.0,125.0,96.0,99.0
2202,Will J. Robertson,PIT,RF/LF/CF,27.9,683770,102.0,96.0,126.0,91.0,104.0
2203,Rafael Flores,PIT,C/1B,25.0,804668,100.0,97.0,112.0,92.0,116.0
2204,Omar Alfonzo,PIT,C/1B,22.3,692657,99.0,105.0,106.0,84.0,103.0
2205,Shawn Ross,PIT,C/3B,26.1,676566,91.0,100.0,133.0,89.0,89.0
2206,Wyatt Hendrie,PIT,C/LF/RF,26.7,689134,96.0,107.0,100.0,100.0,
2207,Derek Berg,PIT,C/1B,24.1,815074,96.0,97.0,110.0,103.0,95.0
2208,Easton Carmichael,PIT,C,22.0,702695,,,,,
